Date,Source,Headlines,Teaser
" September, 2012 ",Personalized Medicine,Benefit-Risk Management in Personalized Healthcare,Is the healthcare system ready to adapt to pharmacogenomics?
" September, 2012 ",Diabetes,Fully Integrated Artificial Pancreas in Type 1 Diabetes,Read about new research designed to modulate insulin delivery in real time.
" September, 2012 ",Expert Review of Obstetrics & Gynecology,Histone Deacetylase Inhibitors for Endometriosis,"What are some of the latest drug therapies currently in development for endometriosis, and how promising are epigenetic drugs for the potential treatment of this debilitating gynecologic condition in women?"
" September, 2012 ",Reuters Health Information,Bayer CEO Decries Pressure to Lower Drug Prices,"Pressure from governments to lower drug prices risks undermining medical innovation, Bayer AG's chief executive said, echoing complaints of other drug company executives."
" September, 2012 ",Medscape Medical News,What's Hot at ESMO 2012,"The meeting promises to be record breaking in both attendance and the number of abstracts, and will feature practice-changing results from clinical trials."
" September, 2012 ",Medscape Medical News,"Diabetes Meeting Promises Data, Debates, and Controversies","The upcoming European diabetes meeting features special lectures, new treatment guidelines, controversies, clinical trial results, and basic science topics on mechanisms of disease and prevention."
" September, 2012 ",Expert Review of Vaccines,Prostate Cancer Vaccines in Clinical Trials,What is the future for prostate cancer treatment through vaccine immunotherapy?
" September, 2012 ",Medscape Medical News,Many Initial Science Findings Covered in News Later Refuted,"Using ADHD as an example, a new study suggests that many science findings covered in the news receive no press when the same findings are later refuted or attenuated; ethical guidelines are needed.  "
" September, 2012 ",American Heart Journal,Under-reporting of Cardiovascular Events in the Rofecoxib Alzheimer Disease Studies,Learn more about avoiding potential drug risks in clinical trials.
" September, 2012 ",Newborn & Infant Nursing Reviews,Pain Interventions in Premature Infants,What's the best evidence for safe and effective pain management in the NICU?
" September, 2012 ",Future Microbiology,Plant-Derived Antimicrobial Compounds,"With the problem of antibiotic resistance ever-increasing, finding effective alternatives is crucial. Could medicinal plants provide the answer?"
" September, 2012 ",Nanomedicine,Crossing the Blood-Brain Barrier: Nanotechnology Strategies,"Nanotechnology may be the key to opening the gate of the blood brain-barrier, providing a significant advantage over currently used drug delivery strategies for brain cancers and other CNS disorders."
" September, 2012 ",Medscape Oncology,Guidelines That Give More Bang for the Taka,"Expert clinical guidelines, says Dr. David Kerr, are of limited utility in low-income countries such as Bangladesh, and he recommends a simple way to develop logical and affordable cancer care."
" September, 2012 ",Medscape Psychiatry,Psychiatric Drug Development: Hope Around the Corner?,"Three promising psychiatric drug trials were halted recently, reflecting the gloomy state of drug development in psychiatry. But help might be on the way. "
" September, 2012 ",Medscape One-on-One,Three Promising Ideas in Psychiatric Drug Development,Dr. John Reed interviews NIMH Director Dr. Thomas Insel on advancements being made in the diagnosis and treatment of neuropsychiatric disorders.
" September, 2012 ",Diabetes,Intranasal Insulin Suppresses Food Intake,Is intranasal insulin a therapeutic option for weight loss?
" September, 2012 ",Medscape Medical News,Cancer Drugs Become 'Niche Busters',"The push toward individualized treatment is resulting in a segmentation of patient populations, but there is hope for success in these new niche markets."
" September, 2012 ",IRB: Ethics & Human Research,"Consent for Invasive, Nondiagnostic Research Procedures","How important is it for patients to give informed consent when invasive, nondiagnostic procedures are used in clinical research? This new article explains."
" October, 2012 ",Medscape Psychiatry,Dopamine and Schizophrenia: Not as Simple as We Once Thought,These findings have implications for drug development in the treatment of schizophrenia.
" October, 2012 ",BMC Emergency Medicine,Trial: Immediate Total-Body CT Scanning in Trauma Patients,How beneficial is immediate total-body CT scanning in severely injured trauma patients? The REACT-2 trial investigates.
" October, 2012 ",Cardiovascular Diabetology,Low Amylase: Association With Insulin and Insulin Resistance,Is low amylase a cardiometabolic risk factor?
" October, 2012 ",Medscape Neurology,Orphan Drug Program Benefits People With Epilepsy,Orphan drug research and programs are providing hope for patients suffering from rare epileptic conditions.
" October, 2012 ",Medscape Oncology,Africa: Test Case for Global Cancer Research,"Dr. David Kerr reports on a recent international summit that examined how oncologists in Africa, Europe, and the United States are working to put handbrakes on Africa's runaway cancer epidemic."
" October, 2012 ",Medscape Diabetes & Endocrinology,Does Weight at Diabetes Diagnosis Affect Mortality?,Surprising results from a new pooled analysis of incident diabetes show that mortality is higher in normal-weight people compared with overweight or obese individuals.
" October, 2012 ",Medscape Radiology,The Diagnostic Accuracy of Diffusion Kurtosis MRI,"Commentary on a study that assessed the diagnostic accuracy of diffusion kurtosis MRI parameters in grading gliomas, published May 2012 in Radiology."
" October, 2012 ",Medscape Nephrology,Bardoxolone: Another Failure for Treating Diabetic Nephropathy,Jeffrey Berns comments on the latest disappointment in diabetic nephropathy: the halt of BEACON because of serious adverse effects with bardoxolone.
" October, 2012 ",Medscape Diabetes & Endocrinology,"EASD Stimulates New Ideas on Diabetes Research, Treatment","Dr. Viktor Jorgens, Executive Director of the EASD, describes the vital exchange of information that occurs at the annual meeting…possibly spurring a future Nobel Prize or two!"
" October, 2012 ",Medscape Oncology,Follicular Lymphoma: Watch and Wait for Better Therapies?,Dr. Bruce Cheson comments on the significance of 2 studies that show no survival advantage between watchful waiting and treatment in patients with early follicular lymphoma.
" October, 2012 ",Medscape HIV/AIDS,Top Takeaway From ICAAC 2012: More Good News on Dolutegravir,Dr. Paul Sax reviews data from the SINGLE trial presented at ICAAC 2012 on the benefits of dolutegravir/abacavir/lamivudine vs tenofovir/emtricitabine/efavirenz.
" October, 2012 ",Diabetes Care,Effects of Soy Milk in Diabetic Patients With Nephropathy,Will soy milk improve renal function in patients with diabetic nephropathy?
" October, 2012 ",Medscape Medical News,Kidney Week 2012 Ties Together Latest Science With Education,The conference will integrate educational and scientific programs and will foster interprofessional education among workers in the renal area.
" October, 2012 ",Medscape Ophthalmology,Ranibizumab Offers New Option in Diabetic Macular Edema,Dr. Baruch Kuppermann talks with Medscape about the approval of ranibizumab for diabetic macular edema and anticipates that it will become the mainstay of management for patients with this disease.
" October, 2012 ",Medscape Infectious Diseases,Tigecycline: 'A Choice of Last Resort',"Medscape interviewed Robert A. Bonomo, MD, for clinical guidance on using the antibiotic tigecycline."
" October, 2012 ",Nanomedicine,Nanoparticles as a Drug Delivery System,"Nanotechnology has the potential to revolutionize drug delivery, but challenges remain. This article summarizes recent developments in the use of nanoparticles as drug delivery systems."
" October, 2012 ",Medscape Diabetes & Endocrinology,Novel Therapies for Diabetes on the Horizon,"The EASD annual meeting revealed many advances in diabetes treatment, says Dr. Stefano del Prato, not only in terms of new drugs but also in identifying new targets for treatment."
" October, 2012 ",Diabetes Care,Targets and Tactics for High-Risk Patients With T2DM,What did we learn from trials investigating intensive treatment of hyperglycemia in T2DM?
" October, 2012 ",Medscape Medical News,Staph Vaccine Linked to Multiorgan Failure and Death,"A trial of an experimental vaccine against Staphylococcus aureus to prevent bacteremia and wound infections after surgery has produced disappointing results, despite a robust immunologic response."
" October, 2012 ",Medscape Medical News,Oral PTH Formulation Boosts BMD in Osteoporotic Women,"Bone mineral density (BMD) increased at 24 months with oral parathyroid hormone (PTH), but improvements fall short of those seen with injectable teriparatide. "
" October, 2012 ",Nanomedicine,Nanodelivery Strategies in Cancer Chemotherapy,"Drug delivery continues to be a stumbling block in safe and efficacious cancer chemotherapy, but revolutionary developments in nanotechnology are paving the way for better delivery systems."
" October, 2012 ",Diabetes,Chronic Exercise Attenuates Lipid-Induced Insulin Resistance,Why does exercise reduce the risk of type 2 diabetes?
" October, 2012 ",Pharmacogenomics,Epigenetic-Dependent Regulation of Drug Metabolism,"Gene expression encoding drug transporters and drug-metabolizing enzymes are highly variable between individuals, leading to large variations in drug response. How does epigenetics factor in?"
" October, 2012 ",Nanomedicine,Magnetic Nanoparticles for Locally Targeted Therapy,This review examines the use of magnetic nanoparticles for drug delivery which requires penetration of a cellular barrier. What strategies might improve the efficacy of targeting?
" October, 2012 ",Diabetes,"BNP Modulates Ghrelin, Hunger, and Satiety in Healthy Men",Does this heart failure hormone have anorectic properties?
" October, 2012 ",Headache,A Sumatriptan Transdermal System for Acute Migraine,"Migraine is often accompanied by nausea, and oral medications may be difficult to stomach. A transdermal sumatriptan patch, currently undergoing clinical trials, may be the answer."
" October, 2012 ",Interventional Cardiology,"CAS, CREST and AHA Guidelines for Treating Carotid Stenosis",Just how equivalent are carotid artery stenting and carotid enderterectomy?
" October, 2012 ",Reuters Health Information,FTC Takes 'Pay for Delay' Drug Case to U.S. Supreme Court,The Federal Trade Commission asked the Supreme Court on Thursday to take up its fight against deals between brand-name drug companies and generic firms which they say delay the production of cheaper medicines.
" October, 2012 ",Medscape Medical News,Ghrelin Receptor Agonist Improves Diabetic Gastroparesis,"An experimental ghrelin receptor agonist improved symptoms of gastroparesis in both type 1 and type 2 diabetes; however, there was no correlation between symptoms and the rate of gastric emptying."
" October, 2012 ",Medscape Medical News,"Gabapentin Improves Menopausal Hot Flashes, Insomnia","An investigational nonhormonal drug, extended-release gabapentin, effectively improved sleep and reduced hot flashes in menopausal women."
" October, 2012 ",Spine,Early Initiation of Rehabilitation After Lumbar Spine Fusion,How does early initiation of rehabilitation affect outcomes after lumbar spinal fusion?
" October, 2012 ",Reuters Health Information,Late-Stage Trial of Abbott Kidney Drug Stopped Early,"Abbott Laboratories Inc said its partner, Reata Pharmaceuticals, was discontinuing a late-stage trial of bardoxolone, their hoped-for blockbuster treatment for chronic kidney disease and diabetes."
" October, 2012 ",Schizophrenia Bulletin,Twenty-five Years of Glutamate in Schizophrenia,This brief commentary reviews the PCP model of schizophrenia and its relation to NMDA agonists and antagonists. Can these dissociative anesthetics translate into effective clinical treatments?
" October, 2012 ",Respiratory Research,Effect of Budesonide/Formoterol Maintenance on Severe Asthma,Budesonide/formoterol is used as both maintenance and reliever therapy. How does it stack up to standard therapy for severe asthma?
" October, 2012 ",Medscape Medical News,Senate Committee Report Says Medtronic Manipulated Studies,"The Senate Committee on Finance's 16-month investigation concludes that employees of Medtronic, makers of the InFuse bone-growth product used in spinal surgery, wrote and edited studies of the product without disclosure. "
" October, 2012 ",Medscape Medical News,"Texas Turmoil: 'Vultures' In, Nobel Laureates Out ","A publicly funded cancer research organization has been accused of improper operations, and a renowned cancer hospital is part of the controversy. "
" October, 2012 ",Medscape Medical News,Clinical Research: Small Studies Often Yield Large Outcomes,Researchers caution against potential for 'spurious findings' and 'substantial overestimations.'
" October, 2012 ",Nanomedicine,Nanostructuring Molecular Materials for Drug Delivery,Compressed fluid-based technology is a promising novel technique in the preparation of solid micro- and nanoparticles and vesicles as drug delivery systems.
" October, 2012 ",Medscape Medical News,Novel Pediculicide Clears Most Head Lice With 1 Application ,"The compound, which has a new mechanism of action, is entering phase 3 testing."
" October, 2012 ",Expert Review of Clinical Immunology,Clinical Trials of Sublingual Immunotherapy,"Most of the experience with sublingual immunotherapy (SLIT) comes from Europe, so is SLIT finally gaining traction in the US?"
" October, 2012 ",The Journal of Invasive Cardiology,Appropriate Timing of Nitroglycerin Prior to IVUS,"Intravascular ultrasound facilitates assessment of coronary plaque severity, but how does nitroglycerine administration timing impact results?"
" November, 2012 ",Medscape Neurology,A Promising New Approach in MS Therapy,Dr. Mark Freedman discusses the S1P receptor agonist class of multiple sclerosis therapies and the flood of phase 3 studies on the way.
" November, 2012 ",Medscape Diabetes & Endocrinology,How Does Diabetes Affect the Brain?,Dr. Boris Mankovsky talks with Dr. Leszek Czupryniak about the latest research on diabetic neuropathy and other relationships between diabetes and the brain.
" November, 2012 ",Medscape Diabetes & Endocrinology,Pregnancy and Diabetes: What Matters Most?,Dr. Leszek Czupryniak talks with Dr. Maciej T. Malecki about the latest research on pregnancy in patients with diabetes.
" November, 2012 ",Faculty of 1000,Delamanid: A New Weapon Against Drug-Resistant TB,This F1000 commentary reports on a study whose findings support the potential use of delamanid in treating multidrug-resistant tuberculosis.
" November, 2012 ",Medscape Medical News,ACAAI Annual Meeting to Highlight Latest in Food Allergy,"The international conference on food allergy is set to start in Anaheim, California."
" November, 2012 ",Medscape Medical News,Research Biopsies Not Well Explained in Study Protocols,"Biopsies are often a mandatory part of clinical studies, but study protocols and informed consents often fail to provide essential information. "
" November, 2012 ",Medscape Medical News,Apremilast Effective in Psoriatic Arthritis,An investigational PDE4 inhibitor had encouraging activity in patients with psoriatic arthritis who failed on other recommended therapies.
" November, 2012 ",Medscape Oncology,Do Study Abstracts Inform -- or Misinform?,Can you stay current by reading abstracts? Not necessarily. Dr. Maurie Markman comments on a study that shows a lack of concordance between conclusions in peer-reviewed papers and their abstracts.
" November, 2012 ",Medscape Neurology,Two New Pivotal Trials in MS,"On the heels of teriflunomide's approval, Dr. Hans-Christoph Diener discusses 2 recent trials on yet another oral agent under investigation for multiple sclerosis."
" November, 2012 ",Arthritis Research & Therapy,B Lymphocyte-Typing for Predicting Response to Rituximab,Can B lymphocte-typing identify non-responders to rituximab ahead of time?
" November, 2012 ",Medscape Ophthalmology,Femtosecond Laser Cataract Surgery,"Femtosecond laser cataract surgery is potentially a major advance in terms of accuracy and precision, but how necessary is it if results are already very good?"
" November, 2012 ",BMC Neurology,Masitinib Treatment in Patients With Progressive MS,"Treatment options for patients suffering from progressive forms of multiple sclerosis are few. Masitinib, an oral tyrosine kinase inhibitor, showed promise in this exploratory trial."
" November, 2012 ",AccessMedicine from McGraw-Hill,A Promising New Oral Agent for the Treatment of MS,"The first widely used oral agent for MS was approved for use just 2 years ago. This brief review reports on two studies showing that another investigational oral drug, BG-12, is safe and effective."
" November, 2012 ",BMC Musculoskeletal Disorders,Use of a Minimalist Footwear vs Habitual Shoe in Knee OA,Long-term use of minimalist shoes may be an effective and inexpensive treatment option for knee OA.
" November, 2012 ",Medscape Medical News,Common Lung Cancer Mutation Responds to Targeted Treatment,KRAS mutations respond to the experimental agent selumetinib.
" November, 2012 ",American Heart Journal,Cardiovascular Outcomes in BARI 2 Diabetes Trial,What are the risks associated with an abnormal ankle-brachial index in patients with type 2 diabetes and stable coronary artery disease?
" November, 2012 ",Expert Review of Clinical Pharmacology,Novel Therapeutics for Gastroesophageal Reflux Symptoms,Up to 30% of patients with GERD have inadequate relief with PPIs. Are new and better drugs in development?
" November, 2012 ",Skin Therapy Letter,Device-Based Therapies for Onychomycosis Treatment,"Device-based therapies such as lasers, photodynamic therapy, iontophoresis, and ultrasound are promising solutions for the treatment of onychomycosis."
" November, 2012 ",Medscape Medical News,What's Hot at ACR 2012,The program chair previews the session presentations.
" November, 2012 ",Medscape Oncology,The New Major Player in Cancer Research: China,"China is conducting large, impressive clinical trials, but can we accept their findings? Charles M. Balch, MD, of UT Southwestern, discusses what to expect from a new major player in cancer research."
" November, 2012 ",Medscape Medical News,What's Hot at 2012 San Antonio Breast Cancer Symposium,No really big story but plenty of notables.
" November, 2012 ",Expert Review of Anti-Infective Therapy,Targeting Antibiotic Resistance in M. tuberculosis,Drug-resistant M. tuberculosis strains pose a serious threat to public health.
" November, 2012 ",Medscape Medical News,Physician-Industry Relationships Tackled in New Guidelines ,"New guidelines from the Association of Clinical Researchers and Educators should help physicians make individual decisions regarding research, education, or other collaborations with industry. n"
" November, 2012 ",Future Oncology,HAMLET: Functional Properties and Therapeutic Potential,This HAMLET is no tragedy but it does kill tumor cells -- with high selectivity.
" November, 2012 ",American Heart Journal,Pediatric Cardiovascular Safety,Pediatric drug and device development may use adult data but often requires additional preclinical and clinical testing. Is this enough to protect kids?
" November, 2012 ",Expert Review of Hematology,Anti-tumor Immunity After Allogeneic HCT,Find out more about the development of novel post-HCT therapies for patients who are at high risk for disease recurrence following HCT.
" November, 2012 ",The British Journal of Dermatology,Which Outcomes Should We Measure in Vitiligo?,"There's little consensus around methods of assessment and outcome measures for vitiligo, making it difficult to compare trial results. What outcomes do patients and clinicians consider important?"
" December, 2012 ",Medscape Pharmacists,Is Valacyclovir Effective for HSV Encephalitis?,Is valacyclovir an alternative to IV acyclovir for HSV encephalitis?
" December, 2012 ",Medscape Psychiatry,"Don't Turn Your Back on Industry, but Keep It Honest",APA President-elect Dr. Jeffrey Lieberman responds to a recent Washington Post article criticizing the pharmaceutical industry's influence on drug research.
" December, 2012 ",Medscape Medical News,New Cancer Journal Is Sign of the Times,Recent clinical successes have validated this growing field.
" December, 2012 ",Seminars in Neurology,ALS: Drug Therapy From the Bench to the Bedside,"The pathophysiology of ALS remains poorly understood, and only one drug has been shown to enhance survival. This article reviews hypotheses regarding the genesis of ALS and potential new therapies."
" December, 2012 ",Expert Review of Anti-Infective Therapy,Targeting Drug Tolerance in Mycobacteria,Is biofilm formation a survival strategy of M. tuberculosis in chronic TB infection?
" December, 2012 ",Cardiovascular Diabetology,Postprandial Endothelial Function in Normal Glucose,Research evaluates the relationship between insulin levels and vascular endothelial function.
" December, 2012 ",Expert Review of Vaccines,A Therapeutic Vaccine for Human Chagas Disease,Heart disease caused by Chagas disease could be prevented or significantly delayed with the Chagas vaccine.
" December, 2012 ",Annals of Clinical Microbiology and Antimicrobials,In Vitro Antimicrobial Activity of Cryptolepis sanguinolenta,"Cryptolepis sanguinolenta, a plant mostly found in the tropical rain forest regions of Africa, demonstrated significant antimicrobial activity in this study."
" December, 2012 ",Medscape Business of Medicine,The Curse of Sports Illustrated Hits Medical Research,Andrew Vickers talks about regression to the mean and whether the implication is that medical progress is bunk.
" December, 2012 ",Current Opinion in Rheumatology,New Treatment Strategies in Large-vessel Vasculitis,Will biologics have a place in the treatment of large-vessel vasculitis?
" December, 2012 ",BMC Urology,IV Lidocaine vs IV Morphine for Renal Colic in the ED,How does IV lidocaine compare with IV morphine in pain reduction of renal colic patients treated in the ED?
" December, 2012 ",Reuters Health Information,"'Conformity,' 'Mediocrity' Win Biomedical Funding, Say Critics",A paper published in the journal Nature concludes that fewer than half of America's most influential and productive biomedical scientists now receive funding from the National Institutes of Health. 
" December, 2012 ",Personalized Medicine,Why Personalized Medicine Will Fail If We Stay the Course,Is research in individualized medicine taking all ethnicities into consideration?
" December, 2012 ",International Journal of Impotence Research,Losartan Improves Erectile Dysfunction in Diabetic Patients,Is losartan alone effective in treating erectile dysfunction in diabetics -- or is combination therapy with tadalafil more beneficial?
" December, 2012 ",Medscape Psychiatry,Studies to Interpret With Caution,A study shows why small trials with significant effects should be interpreted with caution.
" December, 2012 ",Medscape Medical News,What's Hot at ASH This Year?,New research will be presented this weekend at the annual meeting of the American Society of Hematology (ASH).
" December, 2012 ",Medscape Neurology,Sequencing the Parade of MS Therapies,"Dr. Paul O'Connor discusses how best to navigate the growing number of available MS drugs, plus 2 expected therapies that show promise."
" December, 2012 ",Medscape Medical News,Major Cancer Agency Freezes New Grants,The second biggest grant funder of cancer research in the United States has placed a moratorium on new awards.
" December, 2012 ",Expert Review of Pharmacoeconomics & Outcomes Research,Demand for Male Contraception,Why aren't pharmaceutical companies developing hormonal contraceptives for men?
" December, 2012 ",Medscape HIV/AIDS,Top Stories in HIV Medicine for 2012: An Expert's View,Dr. Paul Sax looks at 4 top stories from 2012 that are poised to change the way we manage patients with HIV.
" December, 2012 ",Expert Review of Vaccines,Chikungunya Virus and Prospects for a Vaccine,There are several vaccine candidates in preclinical and clinical development for the Chikungunya virus.
" December, 2012 ",Annals of Clinical Microbiology and Antimicrobials,Antibacterial Activity of Plasma From Crocodile,Alligators and crocodiles are remarkably resistant to microbial infection. Might they be a source of a novel naturally occurring antibacterial agent?
" December, 2012 ",Personalized Medicine,Personalizing Rare Disease Research,How will exome sequencing improve diagnosis of rare diseases?
" December, 2012 ",Medscape Medical News,European Medicine Agency's Open Access to Documents Tested,Analysis of the first 2 years of access to clinical trial data in Europe.
" December, 2012 ",Medscape Medical News,Major Advances in Clinical Cancer Research in 2012,"Advances include new drugs for cancers that have previously had few treatment options, and new approaches to the treatment of adverse effects. "
" December, 2012 ",American Heart Journal,Erythropoietin Treatment in Patients With AMI,Is there a relevant role for erythropoietin in treating patients with myocardial infarction?
" December, 2012 ",Medscape Medical News,Pharma Company-Sponsored Studies Biased: Meta-analysis,Company-sponsored drug and device studies report biased safety and efficacy results.
" December, 2012 ",Medscape Medical News,Ponatinib Works in CML When Nothing Else Is Effective,The investigational agent has shown durable responses in patients with chronic myeloid leukemia (CML) who have stopped responding to every other drug.
" December, 2012 ",Medscape Medical News,"Fight 4 Hematology: As Budget Cuts Loom, ASH Fights Back","In the face of pending budget cuts to biomedical research, ASH puts out a call to members and the community to fight back."
" December, 2012 ",Medscape Medical News,New Agent 'Dramatically' Slows Advanced Breast Cancer,"An investigational cell-cycle inhibitor, PD 0332991, combined with an aromatase inhibitor significantly delayed disease progression."
" December, 2012 ",Medscape Oncology,HER2-Positive Disease: No Need for Chemo?,Drs. Kathy Miller and José Baselga discuss the high points of an incredible year for HER2+ breast cancer research and what to expect in the very near future.
" December, 2012 ",Medscape Cardiology,When Should a Meta-analysis Get an 'A'?,"In the second part of this series, Henry Black, MD, talks to Sripal Bangalore, MD, about meta-analyses and how to tell whether they are of poor or good quality."
" December, 2012 ",Developments to Watch,Disease in a Dish: The Ultimate Personalized Medicine,Advances in stem cell technology have opened new avenues of research for identifying and personalizing treatments. How might this affect the future of clinical practice?
" December, 2012 ",Medscape Medical News,Quizartinib: Unprecedented Activity in Relapsed AML,This investigational agent is the first and only single agent to show benefit in patients with acute myeloid leukemia and the deadly FLT3 mutation.
" January, 2013 ",Medscape Medical News,Nonblinded Assessments May Bias Clinical Trial Outcomes,A lack of blinding can result in observer bias in randomized controlled trials with subjective outcomes.
" January, 2013 ",Medscape Medical News,Bias and Spin in Reporting of Breast Cancer Trials,A review of 164 clinical trials in breast cancer found a high prevalence of bias and spin in the reporting of efficacy and toxicity.
" January, 2013 ",Medscape Medical News,FDA Releases Draft Guidelines for Abuse-Deterrent Opioids,The FDA has issued a draft guidance document to help industry in developing new abuse-deterrent formulations of opioids and is calling for public feedback.
" January, 2013 ",BMC Endocrine Disorders,Association of ALT With the Hepatic Insulin Resistance Index,Can ALT be used to evaluate hepatic insulin resistance?
" January, 2013 ",BMC Musculoskeletal Disorders,Return to Work in Sick-Listed Employees With Low-Back Pain,Is there a difference in sick leave relapse in those receiving brief vs multidisciplinary intervention for low-back pain?
" January, 2013 ",Journal of Pediatric Psychology,Ethical Guidance for Pediatric e-health Research,"E-health research is a fast-growing research tool in pediatric psychology, but there is little pragmatic guidance as to ethical best practice. This article aims to provide ethical guidelines."
" January, 2013 ",Medscape Medical News,Delays in Activating Global Clinical Trials Common,There is a need to expedite the activation of global clinical trials in cancer research and to improve the efficiency of this process.
" January, 2013 ",Diabetes,Levels of Fetuin-A and Hepatic Enzymes and Risk of T2DM,Is this glycoprotein associated with diabetes risk?
" January, 2013 ",Health and Quality of Life Outcomes,The Anti-Clot Treatment Scale (ACTS) in Clinical Trials,"This study evaluated the reliability and validity of the Anti-Clot Treatment Scale, a patient-reported instrument to assess satisfaction with anticoagulant treatment for venous thromboembolism."
" January, 2013 ",Critical Care,7-day Doripenem vs 10-day Imipenem-Cilastatin for VAP,Which VAP treatment course has better outcomes? The results might surprise you.
" January, 2013 ",Diabetes,Role for DPP4 in Obesity-Induced Visceral Inflammation,Does DPP-4 regulate adipose inflammation in obesity?
" January, 2013 ",Clinical Endocrinology,Diet Habits and Their Relationship With Metabolism in PCOS,How are hormone levels affected by diet in patients with PCOS?
" January, 2013 ",BMC Endocrine Disorders,Effect of Eplerenone on Parathyroid Hormone Levels in Patients With Primary Hyperparathyroidism,Can this mineralocorticoid receptor antagonist reduce PTH secretion?
" January, 2013 ",The Journal of Invasive Cardiology,The RESPECT Trial,"What are the pros and cons of patent foramen ovale closure, when compared to medical management?"
" January, 2013 ",Malaria Journal,New Medicines for the Control and Elimination of Malaria,What is on the horizon for new therapies in the treatment of malaria?
" January, 2013 ",Pharmacogenomics,Improving Clinical Trial Sampling for Future Research,"Challenges and recommendations for collecting adequate, representative samples for pharmacogenomic and future research in global trials are identified by the Drug Information Association."
" January, 2013 ",Faculty of 1000,Enzalutamide: New Weapon Against Metastatic Prostate Cancer,"This F1000 commentary reports on enzalutamide, a novel antiandrogen in patients with metastatic prostate cancer."
" January, 2013 ",Medscape Humor,New Drug May Extend Life of Biotech Start-up by 6 Months,"In the latest contribution to Reflux and Murmurs, Andrew Vickers reports on the whether a new drug will help delay the final gasp of a start-up company."
" January, 2013 ",Medscape Oncology,Is Neoadjuvant BEV Right for Triple-Negative Disease?,Dr. Gunter von Minckwitz reports on intriguing data from the GeparQuinto trial and discusses with Dr. Lidia Schapira the roster of neoadjuvant trials from German investigators.
" January, 2013 ",Medscape Oncology,Everolimus: Avalanche of mTOR Data in ER+ Breast Cancer,Drs. Fabrice André and Kathy Miller discuss the BOLERO trials and how expanding data on everolimus and mTOR inhibition are changing breast cancer practice and research.
" January, 2013 ",The National Kidney Foundation,"To Market, to Market for CKD Drugs: Making Trials Speedier",An expert panel discusses a new initiative between the National Kidney Foundation and the FDA to make it easier to bring drugs to market sooner.
" January, 2013 ",Medscape Humor,Dealing With Research Rejection: The Grief Process,"In the latest installment of Reflux and Murmurs, Andrew Vickers employs Kubler-Ross' process of grieving as a guide for dealing with research grant or paper rejection. "
" January, 2013 ",Medscape Nephrology,Tolvaptan: Exciting Progress for Polycystic Kidney Disease,"In this international Skype conversation, Lynda Szczech and Donal O’Donoghue provide in-depth guidance on the current research and use of tolvaptan in autosomal dominant polycystic kidney disease."
" January, 2013 ",Medscape Oncology,Why Are Only 3% of US Cancer Patients in Clinical Trials?,"If clinical trials fuel oncology breakthroughs, is US research running on vapors? Dr. John Marshall talks about steps to meet stakeholders' priorities and improve patient recruitment."
" January, 2013 ",Medscape Oncology,"T-Cell Lymphomas: Moving Forward, Improving Outcomes","Dr. Julie Vose discusses some of the challenges in diagnosis and management of T-cell lymphomas and looks at how new, targeted therapies offer hope for better outcomes."
" January, 2013 ",Medscape Ophthalmology,Hydrus Microstent: A Promising New Approach,An ex vivo examination seeks to determine whether outflow facility can be increased with a microstent.
" January, 2013 ",Expert Review of Clinical Pharmacology,Modeling Schizophrenia: Uncovering Novel Therapeutic Targets,Learn about animal modeling strategies being used to discover novel therapies for schizophrenia.
" February, 2013 ",Future Virology,Development of SARS Vaccines and Therapeutics Still Needed,The development of vaccines and therapeutics for the prevention and treatment of SARS is still an urgent issue that needs to be addressed.
" February, 2013 ",Future Microbiology,Emergence of Drug-Resistant and Untreatable Gonorrhea,Treatment options for gonorrhea are diminishing rapidly due to antimicrobial resistance. Is an era of untreatable gonorrhea approaching?
" February, 2013 ",AccessMedicine from McGraw-Hill,Endovascular Treatment Following IV tPA in Acute Stroke,Find out why this trial was halted.
" February, 2013 ",Future Microbiology,Developing Oral Probiotics From Streptococcus salivarius,"S. salivarius, the principal bacterium colonizing the oral cavity, shows promise as a probiotic for control of a variety of infections, from halitosis and dental caries to otitis media and candida."
" February, 2013 ",Annals of Oncology,Ipilimumab in Combination With Paclitaxel and Carboplatin in SCLC,This study enrolled patients with ED-SCLC as well as those with advanced NSCLC. Results for the ED-SCLC cohort are presented here.
" February, 2013 ",Nanomedicine,EGF Receptor-Targeted Nanocarriers for Cancer Treatment,The utilization of EGF receptor targeting to enhance delivery of chemotherapeutic and diagnostic agents to EGFR-overexpressing cancers is a novel and promising strategy in nanomedicine.
" February, 2013 ",Medscape Medical News,Immunotherapy Takes Center Stage at AAAAI Annual Meeting,"Presenters at the American Academy of Allergy, Asthma & Immunology meeting will discuss oral and sublingual approaches and the latest on tolerance."
" February, 2013 ",Critical Care,RCCT of Atorvastatin in Reducing the Severity of Sepsis,Do statin naive patients with sepsis have lower severity of illness with a daily dose of atorvastatin?
" February, 2013 ",Medscape Medical News,Novel Drug for Glioblastoma Bombs in Phase 3 Trial ,A large phase 3 study of a novel investigational agent for glioblastoma has bombed. 
" February, 2013 ",Medscape Medical News,"Nine Cancer Researchers Win New, Big Prizes ($3 Million)",Big money is awarded to big stars of science. Not everyone thinks it is a great idea.
